mapping_key,flow_key,lang-es,flow_es,en,ht,ru,zh-hans,ko,vi,zh-hant
RETRANSLATION NEEDED,/filing-status//homeUpkeepScenario/modalLink,,"<modal-link for=""modal-keeping-up-home"">¿Cómo calculo ""Mantener un hogar""?</modal-link>","<modal-link for=""modal-keeping-up-home"">How do I calculate &quot;Keeping Up a Home&quot;?</modal-link>","<modal-link for=""modal-keeping-up-home"">Kijan mwen ka kalkile &quot;Kenbe Yon Kay&quot;?</modal-link>","<modal-link for=""modal-keeping-up-home"">Как мне рассчитать &quot;Содержание дома&quot;?</modal-link>","<modal-link for=""modal-keeping-up-home"">我如何计算&quot;维持家庭&quot;？</modal-link>","<modal-link for=""modal-keeping-up-home"">제가 &quot;가정 유지&quot;를 어떻게 계산합니까?</modal-link>","<modal-link for=""modal-keeping-up-home"">Làm sao tôi tính được &quot;Duy trì một ngôi nhà&quot;?</modal-link>","<modal-link for=""modal-keeping-up-home"">我如何計算&quot;維持家庭&quot;？</modal-link>"
RETRANSLATION NEEDED,/filing-status//maritalStatus/modalLink,,"<modal-link for=""modal-legal-separation"">¿Qué significa estar en un matrimonio de hecho o estar legalmente separado?</modal-link>","<modal-link for=""modal-legal-separation"">What does married and legally separated mean?</modal-link>","<modal-link for=""modal-legal-separation"">Kisa sa vle di pou ou marye epi separe legalman?</modal-link>","<modal-link for=""modal-legal-separation"">Что значит состоять в браке и раздельно проживать на законных основаниях?</modal-link>","<modal-link for=""modal-legal-separation"">已婚合法分居是什么意思？</modal-link>","<modal-link for=""modal-legal-separation"">결혼하고 법적으로 별거 중이라는 것은 무슨 뜻입니까?</modal-link>","<modal-link for=""modal-legal-separation"">Đã kết hôn và ly thân hợp pháp có nghĩa là gì?</modal-link>","<modal-link for=""modal-legal-separation"">已婚合法分居是什麼意思？</modal-link>"
RETRANSLATION NEEDED,/filing-status//hasLivedInUSMore6Months/modalLink,,"<modal-link for=""modal-main-home-us"">¿Qué se considera una vivienda principal en los Estados Unidos?</modal-link>","<modal-link for=""modal-main-home-us"">What counts as a main home in the U.S.?</modal-link>","<modal-link for=""modal-main-home-us"">Kisa k konte kòm yon kay prensipal nan peyi Etazini?</modal-link>","<modal-link for=""modal-main-home-us"">Что считается основным домом в США?</modal-link>","<modal-link for=""modal-main-home-us"">什么算是美国的主要居所？</modal-link>","<modal-link for=""modal-main-home-us"">미국 내 주 거주지로 간주되는 것은 무엇입니까?</modal-link>","<modal-link for=""modal-main-home-us"">Điều gì được coi là ngôi nhà chính ở Hoa Kỳ?</modal-link>","<modal-link for=""modal-main-home-us"">什麼算是美國的主要居所？</modal-link>"
RETRANSLATION NEEDED,/qualifying-children/collection/familyAndHousehold//familyAndHousehold/*/relationship/modalLink,,"<modal-link for=""modal-relationship"">¿Quién se considera hijastro, hijo adoptivo o hijo de crianza?</modal-link>","<modal-link for=""modal-relationship"">Who counts as a stepchild, adopted child, or foster child?</modal-link>","<modal-link for=""modal-relationship"">Kiyès ki konte kòm bofis/bèlfi, pitit adoptif, oswa timoun ou pran pou w okipe?</modal-link>","<modal-link for=""modal-relationship"">Кто считается пасынком/падчерицей, приемным ребенком или ребенком, взятым на воспитание?</modal-link>","<modal-link for=""modal-relationship"">谁算是继子女、养子女或寄养子女？</modal-link>","<modal-link for=""modal-relationship"">의붓자녀, 입양 자녀 또는 위탁 자녀로 간주되는 사람은 누구입니까?</modal-link>","<modal-link for=""modal-relationship"">Ai được coi là con riêng, con nuôi hoặc con nuôi tạm thời?</modal-link>","<modal-link for=""modal-relationship"">誰算是繼子女、養子女或寄養子女？</modal-link>"
RETRANSLATION NEEDED,/qualifying-children/collection/familyAndHousehold//familyAndHousehold/*/livedWithYouUS/modalLink,,"<modal-link for=""modal-residency"">¿Qué significa ""vivir contigo""?</modal-link>","<modal-link for=""modal-residency"">What counts as time lived with you?</modal-link>","<modal-link for=""modal-residency"">Kisa ki konte kòm tan yo fè ap viv avèk ou a?</modal-link>","<modal-link for=""modal-residency"">Что считается временем проживания с вами?</modal-link>","<modal-link for=""modal-residency"">什么算是与您一起生活的时间？</modal-link>","<modal-link for=""modal-residency"">귀하와 함께 산 시간으로 간주되는 것은 무엇입니까?</modal-link>","<modal-link for=""modal-residency"">Điều gì được coi là thời gian sống cùng bạn?</modal-link>","<modal-link for=""modal-residency"">什麼算是與您一起生活的時間？</modal-link>"
RETRANSLATION NEEDED,/agi/fg-detail-d994db//taxableScholarship/modalLink,,"<modal-link for=""modal-scholarship-grants"">¿Qué se considera una beca o subvención? </modal-link>","<modal-link for=""modal-scholarship-grants"">What counts as a scholarship or grant?</modal-link>","<modal-link for=""modal-scholarship-grants"">Kisa k konte kòm yon bous detid oswa yon sibvansyon?</modal-link>","<modal-link for=""modal-scholarship-grants"">Что считается стипендией или грантом?</modal-link>","<modal-link for=""modal-scholarship-grants"">什么算是奖学金或助学金？</modal-link>","<modal-link for=""modal-scholarship-grants"">장학금이나 보조금으로 간주되는 것은 무엇입니까?</modal-link>","<modal-link for=""modal-scholarship-grants"">Điều gì được coi là học bổng hoặc trợ cấp?</modal-link>","<modal-link for=""modal-scholarship-grants"">什麼算是獎學金或助學金？</modal-link>"
RETRANSLATION NEEDED,/agi/fg-detail-f9e99b//selfEmploymentRetirementPlanContributions/modalLink,,"<modal-link for=""modal-self-employed-retirement"">En qué consiste la deducción por planes de jubilación para trabajadores por cuenta propia?</modal-link>","<modal-link for=""modal-self-employed-retirement"">What is the self-employed retirement plan deduction?</modal-link>","<modal-link for=""modal-self-employed-retirement"">Kisa plan dediksyon retrèt pou moun k ap travay pou kont yo ye a?</modal-link>","<modal-link for=""modal-self-employed-retirement"">Что такое вычет по пенсионному плану для самозанятых?</modal-link>","<modal-link for=""modal-self-employed-retirement"">什么是自雇退休计划扣除额？</modal-link>","<modal-link for=""modal-self-employed-retirement"">자영업자 은퇴 플랜 공제란 무엇입니까?</modal-link>","<modal-link for=""modal-self-employed-retirement"">Khấu trừ kế hoạch hưu trí tự kinh doanh là gì?</modal-link>","<modal-link for=""modal-self-employed-retirement"">什麼是自僱退休計劃扣除額？</modal-link>"
RETRANSLATION NEEDED,/agi/fg-detail-c0e18b//selfEmploymentGrossIncomeWorkRelatedExpenses/modalLink,,"<modal-link for=""modal-self-employment-deductions"">¿Cuáles son los gastos deducibles del trabajo por cuenta propia?</modal-link>","<modal-link for=""modal-self-employment-deductions"">What are self-employment deductible expenses?</modal-link>","<modal-link for=""modal-self-employment-deductions"">Kisa ki depans dediktib pou travay ou endepandan?</modal-link>","<modal-link for=""modal-self-employment-deductions"">Что такое вычитаемые расходы для самозанятых?</modal-link>","<modal-link for=""modal-self-employment-deductions"">什么是自雇可扣除费用？</modal-link>","<modal-link for=""modal-self-employment-deductions"">자영업자 공제 가능한 경비는 무엇입니까?</modal-link>","<modal-link for=""modal-self-employment-deductions"">Các chi phí được khấu trừ khi tự kinh doanh là gì?</modal-link>","<modal-link for=""modal-self-employment-deductions"">什麼是自僱可扣除費用？</modal-link>"
RETRANSLATION NEEDED,/agi/fg-detail-c0e18b//selfEmploymentGrossIncome/modalLink,,"<modal-link for=""modal-self-employment-gross-income"">¿Qué son los ingresos por trabajo por cuenta propia?</modal-link>","<modal-link for=""modal-self-employment-gross-income"">What is self-employment income?</modal-link>","<modal-link for=""modal-self-employment-gross-income"">Kisa revni nan travay pou pwòp kont ou ye a?</modal-link>","<modal-link for=""modal-self-employment-gross-income"">Что такое доход от самозанятости?</modal-link>","<modal-link for=""modal-self-employment-gross-income"">什么是自雇收入？</modal-link>","<modal-link for=""modal-self-employment-gross-income"">자영업 소득이란 무엇입니까?</modal-link>","<modal-link for=""modal-self-employment-gross-income"">Thu nhập tự kinh doanh là gì?</modal-link>","<modal-link for=""modal-self-employment-gross-income"">什麼是自僱收入？</modal-link>"
RETRANSLATION NEEDED,/agi/fg-detail-0fb46a//socialSecurityIncome/modalLink,,"<modal-link for=""modal-social-security"">¿Qué se considera beneficios del Seguro Social o beneficios de la jubilación ferroviaria?</modal-link>","<modal-link for=""modal-social-security"">What counts as Social Security and Railroad Retirement Benefits?</modal-link>","<modal-link for=""modal-social-security"">Kisa k konte kòm Sekirite Sosyal ak Benefis Retrèt nan Chemennfè Ekivalan?</modal-link>","<modal-link for=""modal-social-security"">Что считается пособиями по социальному обеспечению и эквивалентными пособиями при выходе на пенсию на железнодорожном транспорте?</modal-link>","<modal-link for=""modal-social-security"">什么算是社会保障和铁路退休福利？</modal-link>","<modal-link for=""modal-social-security"">사회 보장 및 철도 퇴직 혜택으로 간주되는 것은 무엇입니까?</modal-link>","<modal-link for=""modal-social-security"">Điều gì được coi là Trợ cấp An sinh Xã hội và Hưu trí Đường sắt?</modal-link>","<modal-link for=""modal-social-security"">什麼算是社會保障和鐵路退休福利？</modal-link>"
RETRANSLATION NEEDED,/filing-status//spouseLivedWithTaxpayerLastSixMonths/modalLink,,"<modal-link for=""modal-spouse-lived-together"">¿Qué significa para los cónyuges vivir juntos?</modal-link>","<modal-link for=""modal-spouse-lived-together"">What does it mean for spouses to live together?</modal-link>","<modal-link for=""modal-spouse-lived-together"">Kisa sa vle di pou mari ak madanm ap viv ansanm?</modal-link>","<modal-link for=""modal-spouse-lived-together"">Что означает совместное проживание супругов?</modal-link>","<modal-link for=""modal-spouse-lived-together"">配偶住在一起是什么意思？</modal-link>","<modal-link for=""modal-spouse-lived-together"">배우자가 함께 산다는 것은 무슨 뜻입니까?</modal-link>","<modal-link for=""modal-spouse-lived-together"">Vợ chồng sống chung có nghĩa là gì?</modal-link>","<modal-link for=""modal-spouse-lived-together"">配偶住在一起是什麼意思？</modal-link>"
RETRANSLATION NEEDED,/qualifying-children/collection/familyAndHousehold//familyAndHousehold/*/isFullTimeStudent/modalLink,,"<modal-link for=""modal-student"">¿Cómo puedo saber si esta persona es estudiante a tiempo completo?</modal-link>","<modal-link for=""modal-student"">How do I know if they're a full-time student?</modal-link>","<modal-link for=""modal-student"">Ki jan m fè konnen si yo se elèv k ap etidye a plen tan?</modal-link>","<modal-link for=""modal-student"">Как узнать, являются ли они студентами очной формы обучения?</modal-link>","<modal-link for=""modal-student"">我怎么知道他们是否是全日制学生？</modal-link>","<modal-link for=""modal-student"">그들이 풀타임 학생인지 어떻게 알 수 있습니까?</modal-link>","<modal-link for=""modal-student"">Làm sao tôi biết nếu họ là sinh viên toàn thời gian?</modal-link>","<modal-link for=""modal-student"">我怎麼知道他們是否是全日制學生？</modal-link>"
RETRANSLATION NEEDED,///chosenTaxYear/modalLink,,"<modal-link for=""modal-tax-year"">¿Qué año debería usar?</modal-link>","<modal-link for=""modal-tax-year"">Which year should I use?</modal-link>","<modal-link for=""modal-tax-year"">Ki ane m ta dwe itilize?</modal-link>","<modal-link for=""modal-tax-year"">Какой год мне следует использовать?</modal-link>","<modal-link for=""modal-tax-year"">我应该使用哪一年？</modal-link>","<modal-link for=""modal-tax-year"">어느 연도를 사용해야 합니까?</modal-link>","<modal-link for=""modal-tax-year"">Tôi nên sử dụng năm nào?</modal-link>","<modal-link for=""modal-tax-year"">我應該使用哪一年？</modal-link>"
RETRANSLATION NEEDED,/agi/fg-detail-fbe1af//pensionsIncomeTotal/modalLink,,"<modal-link for=""modal-taxable-pension"">¿Cuál es la parte imponible de ingreso por pensiónes? </modal-link>","<modal-link for=""modal-taxable-pension"">What is the taxable portion of a pension?</modal-link>","<modal-link for=""modal-taxable-pension"">Kisa pòsyon taksab nan yon pansyon ye a?</modal-link>","<modal-link for=""modal-taxable-pension"">Что такое налогооблагаемая часть пенсии?</modal-link>","<modal-link for=""modal-taxable-pension"">退休金的应纳税部分是多少？</modal-link>","<modal-link for=""modal-taxable-pension"">연금의 과세 대상 부분은 무엇입니까?</modal-link>","<modal-link for=""modal-taxable-pension"">Phần chịu thuế của lương hưu là gì?</modal-link>","<modal-link for=""modal-taxable-pension"">退休金的應納稅部分是多少？</modal-link>"
